Date,Adj Close,Close,High,Low,Open,Volume
2025-11-10,268.6986083984375,269.42999267578125,273.7300109863281,267.4599914550781,268.9599914550781,41312400
2025-11-11,274.5028076171875,275.25,275.9100036621094,269.79998779296875,269.8099975585937,46208300
2025-11-12,272.7276611328125,273.4700012207031,275.7300109863281,271.70001220703125,275.0,48398000
2025-11-13,272.2090759277344,272.95001220703125,276.70001220703125,272.0899963378906,274.1099853515625,49602800
2025-11-14,271.6705017089844,272.4100036621094,275.9599914550781,269.6000061035156,271.04998779296875,47431300
2025-11-17,266.73394775390625,267.4599914550781,270.489990234375,265.7300109863281,268.82000732421875,45018300
2025-11-18,266.7140197753906,267.44000244140625,270.7099914550781,265.32000732421875,269.989990234375,45677300
2025-11-19,267.8309631347656,268.5599975585937,272.2099914550781,265.5,265.5299987792969,40424500
2025-11-20,265.5272521972656,266.25,275.42999267578125,265.9200134277344,270.8299865722656,45823600
2025-11-21,270.75299072265625,271.489990234375,273.3299865722656,265.6700134277344,265.95001220703125,59030800
2025-11-24,275.1709899902344,275.9200134277344,277.0,270.8999938964844,270.8999938964844,65585800
2025-11-25,276.2181701660156,276.9700012207031,280.3800048828125,275.25,275.2699890136719,46914200
2025-11-26,276.79656982421875,277.54998779296875,279.5299987792969,276.6300048828125,276.9599914550781,33431400
2025-11-28,278.0930480957031,278.8500061035156,279.0,275.989990234375,277.260009765625,20135600
2025-12-01,282.3315124511719,283.1000061035156,283.4200134277344,276.1400146484375,278.010009765625,46587700
2025-12-02,285.4131164550781,286.19000244140625,287.3999938964844,282.6300048828125,283.0,53669500
2025-12-03,283.378662109375,284.1499938964844,288.6199951171875,283.29998779296875,286.20001220703125,43538700
2025-12-04,279.9380187988281,280.70001220703125,284.7300109863281,278.5899963378906,284.1000061035156,43989100
2025-12-05,278.0232238769531,278.7799987792969,281.1400146484375,278.04998779296875,280.5400085449219,47265800
2025-12-08,277.1356506347656,277.8900146484375,279.6700134277344,276.1499938964844,278.1300048828125,38211800
2025-12-09,276.42755126953125,277.17999267578125,280.0299987792969,276.9200134277344,278.1600036621094,32193300
2025-12-10,278.0232238769531,278.7799987792969,279.75,276.44000244140625,277.75,33038300
2025-12-11,277.2752685546875,278.0299987792969,279.5899963378906,273.8099975585937,279.1000061035156,33248000
2025-12-12,277.52459716796875,278.2799987792969,279.2200012207031,276.82000732421875,277.8999938964844,39532900
2025-12-15,273.3658752441406,274.1099853515625,280.1499938964844,272.8399963378906,280.1499938964844,50409100
2025-12-16,273.8645324707031,274.6099853515625,275.5,271.7900085449219,272.82000732421875,37648600
2025-12-17,271.10205078125,271.8399963378906,276.1600036621094,271.6400146484375,275.010009765625,50138700
2025-12-18,271.4511413574219,272.19000244140625,273.6300048828125,266.95001220703125,273.6099853515625,51630700
2025-12-19,272.9271240234375,273.6700134277344,274.6000061035156,269.8999938964844,272.1499938964844,144632000
2025-12-22,270.23443603515625,270.9700012207031,273.8800048828125,270.510009765625,272.8599853515625,36571800
2025-12-23,271.62066650390625,272.3599853515625,272.5,269.5599975585937,270.8399963378906,29642000
2025-12-24,273.06671142578125,273.8099975585937,275.42999267578125,272.20001220703125,272.3399963378906,17910600
2025-12-26,272.6578369140625,273.3999938964844,275.3699951171875,272.8599853515625,274.1600036621094,21521800
2025-12-29,273.0168762207031,273.760009765625,274.3599853515625,272.3500061035156,272.69000244140625,23715200
2025-12-30,272.3387145996094,273.0799865722656,274.0799865722656,272.2799987792969,272.8099975585937,22139600
2025-12-31,271.1220092773437,271.8599853515625,273.67999267578125,271.75,273.0599975585937,27293600
2026-01-02,270.2743225097656,271.010009765625,277.8399963378906,269.0,272.260009765625,37838100
2026-01-05,266.5345153808594,267.260009765625,271.510009765625,266.1400146484375,270.6400146484375,45647200
2026-01-06,261.6477966308594,262.3599853515625,267.54998779296875,262.1199951171875,267.0,52352100
2026-01-07,259.623291015625,260.3299865722656,263.67999267578125,259.8099975585937,263.20001220703125,48309800
2026-01-08,258.3368225097656,259.0400085449219,259.2900085449219,255.6999969482422,257.0199890136719,50419300
2026-01-09,258.6659240722656,259.3699951171875,260.2099914550781,256.2200012207031,259.0799865722656,39997000
2026-01-12,259.5435485839844,260.25,261.29998779296875,256.79998779296875,259.1600036621094,45263800
2026-01-13,260.34136962890625,261.04998779296875,261.8099975585937,258.3900146484375,258.7200012207031,45730800
2026-01-14,259.2543029785156,259.9599914550781,261.82000732421875,256.7099914550781,259.489990234375,40019400
2026-01-15,257.5090637207031,258.2099914550781,261.0400085449219,257.04998779296875,260.6499938964844,39388600
2026-01-16,254.8363494873047,255.52999877929688,258.8999938964844,254.92999267578125,257.8999938964844,72142800
2026-01-20,246.0303192138672,246.6999969482422,254.7899932861328,243.4199981689453,252.72999572753903,80267500
2026-01-21,246.9777374267578,247.6499938964844,251.55999755859372,245.17999267578125,248.6999969482422,54641700
2026-01-22,247.67584228515625,248.3500061035156,251.0,248.1499938964844,249.1999969482422,39708300
2026-01-23,247.36666870117188,248.0399932861328,249.41000366210935,244.67999267578125,247.32000732421875,41689000
2026-01-26,254.7166748046875,255.41000366210935,256.5599975585937,249.8000030517578,251.47999572753903,55969200
2026-01-27,257.5688781738281,258.2699890136719,261.95001220703125,258.2099914550781,259.1700134277344,49648300
2026-01-28,255.743896484375,256.44000244140625,258.8599853515625,254.50999450683597,257.6499938964844,41288000
2026-01-29,257.5788879394531,258.2799987792969,259.6499938964844,254.41000366210935,258.0,67253000
2026-01-30,258.775634765625,259.4800109863281,261.8999938964844,252.17999267578125,255.1699981689453,92443400
2026-02-02,269.2770690917969,270.010009765625,270.489990234375,259.2099914550781,260.0299987792969,73913400
2026-02-03,268.7485046386719,269.4800109863281,271.8800048828125,267.6099853515625,269.20001220703125,64394700
2026-02-04,275.7394104003906,276.489990234375,278.95001220703125,272.2900085449219,272.2900085449219,90545700
2026-02-05,275.1610412597656,275.9100036621094,279.5,273.2300109863281,278.1300048828125,52977400
2026-02-06,277.364990234375,278.1199951171875,280.9100036621094,276.92999267578125,277.1199951171875,50453400
2026-02-09,274.1307983398437,274.6199951171875,278.20001220703125,271.70001220703125,277.9100036621094,44623400
2026-02-10,273.19244384765625,273.67999267578125,275.3699951171875,272.94000244140625,274.8900146484375,34376900
2026-02-11,275.0092163085937,275.5,280.17999267578125,274.45001220703125,274.70001220703125,51931300
2026-02-12,261.2637939453125,261.7300109863281,275.7200012207031,260.17999267578125,275.5899963378906,81077200
2026-02-13,255.3243560791016,255.77999877929688,262.2300109863281,255.4499969482422,262.010009765625,56290700
2026-02-17,263.4099426269531,263.8800048828125,266.2900085449219,255.5399932861328,258.04998779296875,58469100
2026-02-18,263.8791198730469,264.3500061035156,266.82000732421875,262.45001220703125,263.6000061035156,34203300
2026-02-19,260.11578369140625,260.5799865722656,264.4800109863281,260.04998779296875,262.6000061035156,30845300
2026-02-20,264.1086730957031,264.5799865722656,264.75,258.1600036621094,258.9700012207031,42070500
2026-02-23,265.705810546875,266.17999267578125,269.42999267578125,263.3800048828125,263.489990234375,37308200
2026-02-24,271.6552429199219,272.1400146484375,274.8900146484375,267.7099914550781,267.8599853515625,47014600
2026-02-25,273.74151611328125,274.2300109863281,274.94000244140625,271.04998779296875,271.7799987792969,33714300
2026-02-26,272.4637756347656,272.95001220703125,276.1099853515625,270.79998779296875,274.95001220703125,32345100
2026-02-27,263.7093811035156,264.17999267578125,272.8099975585937,262.8900146484375,272.8099975585937,72366500
2026-03-02,264.2484130859375,264.7200012207031,266.5299987792969,260.20001220703125,262.4100036621094,41827900
2026-03-03,263.2801818847656,263.75,265.5599975585937,260.1300048828125,263.4800109863281,38568900
2026-03-04,262.0523376464844,262.5199890136719,266.1499938964844,261.4200134277344,264.6499938964844,39803100
2026-03-05,259.8263244628906,260.2900085449219,261.5599975585937,257.25,260.7900085449219,49658600
2026-03-06,257.0013427734375,257.4599914550781,258.7699890136719,254.3699951171875,258.6300048828125,41120000
2026-03-09,259.41705322265625,259.8800048828125,261.1499938964844,253.67999267578125,255.69000244140625,38218500
2026-03-10,260.3653564453125,260.8299865722656,262.4800109863281,256.95001220703125,257.6499938964844,30590800
2026-03-11,260.3453674316406,260.8099975585937,262.1300048828125,259.54998779296875,261.0899963378906,26218900
2026-03-12,255.30438232421875,255.75999450683597,258.95001220703125,254.17999267578125,258.6600036621094,40794000
2026-03-13,249.6744384765625,250.1199951171875,256.3299865722656,249.5200042724609,255.47999572753903,36930000
2026-03-16,252.36964416503903,252.82000732421875,253.88999938964844,249.8800048828125,252.1100006103516,32074200
2026-03-17,253.7771148681641,254.22999572753903,255.1300048828125,252.17999267578125,252.9600067138672,32361600
2026-03-18,249.4947662353516,249.94000244140625,254.94000244140625,249.0,252.6300048828125,35757900
2026-03-19,248.5165252685547,248.9600067138672,251.8300018310547,247.3000030517578,249.3999938964844,34864100
2026-03-20,247.54823303222656,247.9900054931641,249.1999969482422,246.0,247.97999572753903,88331100
2026-03-23,251.04200744628903,251.4900054931641,254.6000061035156,250.27999877929688,253.97000122070312,40546100
2026-03-24,251.1917266845703,251.63999938964844,254.8300018310547,249.5500030517578,250.3500061035156,45152300
2026-03-25,252.16998291015625,252.6199951171875,255.0,251.6000061035156,254.1000061035156,28476700
2026-03-26,252.43951416015625,252.88999938964844,257.0,250.7700042724609,252.1199951171875,41796700
2026-03-27,248.35679626464844,248.8000030517578,255.4900054931641,248.07000732421875,253.8999938964844,47900000
2026-03-30,246.19065856933597,246.6300048828125,250.8699951171875,245.50999450683597,250.07000732421875,39446200
2026-03-31,253.337890625,253.7899932861328,255.47999572753903,247.1000061035156,247.91000366210935,49598100
2026-04-01,255.17462158203125,255.6300048828125,256.17999267578125,253.3300018310547,254.0800018310547,40059400
2026-04-02,255.464111328125,255.9199981689453,256.1300048828125,250.6499938964844,254.1999969482422,31289400
2026-04-06,258.3988342285156,258.8599853515625,262.1600036621094,256.4599914550781,256.510009765625,29329900
2026-04-07,253.0484161376953,253.5,256.20001220703125,245.6999969482422,256.1600036621094,62148000
2026-04-08,258.43878173828125,258.8999938964844,259.75,256.5299987792969,258.45001220703125,41032800
2026-04-09,260.02593994140625,260.489990234375,261.1199951171875,256.07000732421875,259.0,28121600
2026-04-10,260.0159912109375,260.4800109863281,262.19000244140625,259.0199890136719,259.9800109863281,31291500
2026-04-13,258.73828125,259.20001220703125,260.17999267578125,256.6600036621094,259.7300109863281,36234700
2026-04-14,258.368896484375,258.8299865722656,261.92999267578125,257.19000244140625,259.25,48370700
2026-04-15,265.95538330078125,266.42999267578125,266.5599975585937,257.8099975585937,258.1600036621094,49913500
2026-04-16,262.9307556152344,263.3999938964844,267.1600036621094,261.2699890136719,266.79998779296875,43323100
2026-04-17,269.7486267089844,270.2300109863281,272.29998779296875,266.7200012207031,266.9599914550781,61436200
2026-04-20,272.5635681152344,273.04998779296875,274.2799987792969,270.2900085449219,270.3299865722656,36590200
2026-04-21,265.69586181640625,266.1700134277344,272.79998779296875,265.3999938964844,271.5,50209800
2026-04-22,272.68341064453125,273.1700134277344,273.739990234375,266.8699951171875,267.82000732421875,43249200
2026-04-23,272.9429016113281,273.42999267578125,275.7699890136719,271.6499938964844,275.04998779296875,33399600
2026-04-24,270.5771179199219,271.0599975585937,273.0599975585937,269.6499938964844,272.760009765625,38157100
2026-04-27,267.1332702636719,267.6099853515625,268.3599853515625,265.07000732421875,266.0899963378906,41466800
2026-04-28,270.2277526855469,270.7099914550781,273.2300109863281,268.6600036621094,272.3399963378906,40018900
2026-04-29,269.688720703125,270.1700134277344,271.0400085449219,267.0400085449219,267.54998779296875,30047900
2026-04-30,270.8666381835937,271.3500061035156,276.0,268.1400146484375,270.5,91848200
2026-05-01,279.6409606933594,280.1400146484375,287.2200012207031,278.3699951171875,278.8599853515625,79915400
2026-05-04,276.3368530273437,276.8299865722656,280.6300048828125,274.8599853515625,279.6600036621094,46668400
2026-05-05,283.6737670898437,284.17999267578125,284.57000732421875,276.5,276.92999267578125,49311700
2026-05-06,286.9978332519531,287.510009765625,288.0299987792969,281.07000732421875,281.9200134277344,58336100
2026-05-07,286.9279479980469,287.44000244140625,292.1300048828125,285.7799987792969,289.2699890136719,45224300
2026-05-08,292.7974853515625,293.32000732421875,294.760009765625,290.0,290.010009765625,52692800
2026-05-11,292.42779541015625,292.67999267578125,293.8800048828125,290.2300109863281,291.9800109863281,42247300
2026-05-12,294.54595947265625,294.79998779296875,295.2699890136719,292.5599975585937,292.5599975585937,45748100
2026-05-13,298.6124572753906,298.8699951171875,300.9200134277344,293.5,293.5,52684300
2026-05-14,297.9530334472656,298.2099914550781,300.45001220703125,295.3800048828125,299.82000732421875,35324900
2026-05-15,299.9713134765625,300.2300109863281,303.20001220703125,296.5199890136719,297.8999938964844,54862800
2026-05-18,297.5833435058594,297.8399963378906,300.6600036621094,294.9100036621094,300.239990234375,34483000
2026-05-19,298.7123718261719,298.9700012207031,300.510009765625,296.3500061035156,296.9700012207031,42243600
2026-05-20,301.98956298828125,302.25,302.79998779296875,298.0799865722656,298.17999267578125,38229800
2026-05-21,304.7271728515625,304.989990234375,305.5400085449219,300.3999938964844,301.0599975585937,42965100
2026-05-22,308.55389404296875,308.82000732421875,311.3999938964844,305.8399963378906,306.1199951171875,43670200
2026-05-26,308.0643005371094,308.3299865722656,311.82000732421875,307.6700134277344,309.5599975585937,48000500
2026-05-27,310.5821533203125,310.8500061035156,313.260009765625,308.29998779296875,308.3299865722656,50430900
2026-05-28,312.24072265625,312.510009765625,312.79998779296875,309.57000732421875,310.67999267578125,48220400
2026-05-29,311.7911071777344,312.0599975585937,315.0,309.5299987792969,311.7799987792969,70026800
2026-06-01,306.0460510253906,306.3099975585937,310.94000244140625,305.0199890136719,309.6300048828125,48849900
2026-06-02,314.92840576171875,315.20001220703125,315.45001220703125,306.69000244140625,307.4599914550781,44534700
2026-06-03,309.9926452636719,310.260009765625,316.94000244140625,308.8500061035156,314.17999267578125,50836700
2026-06-04,310.9618225097656,311.2300109863281,313.5400085449219,309.6499938964844,313.2300109863281,44869100
2026-06-05,307.0751647949219,307.3399963378906,315.1700134277344,307.1499938964844,312.8599853515625,65310500
2026-06-08,301.2801818847656,301.5400085449219,317.3999938964844,301.1700134277344,308.739990234375,77949100
2026-06-09,290.29962158203125,290.54998779296875,300.75,287.7799987792969,300.2799987792969,70108800
2026-06-10,291.3287353515625,291.5799865722656,294.75,287.3800048828125,290.739990234375,52793300
2026-06-11,295.375244140625,295.6300048828125,297.0,289.5899963378906,293.7200012207031,42572500
2026-06-12,290.879150390625,291.1300048828125,297.1400146484375,289.6199951171875,296.0299987792969,38742100
2026-06-15,296.1645812988281,296.4200134277344,297.7799987792969,291.70001220703125,294.1199951171875,45732600
2026-06-16,298.9821472167969,299.239990234375,300.4800109863281,293.9700012207031,295.25,39874400
2026-06-17,295.6949768066406,295.95001220703125,302.07000732421875,294.3599853515625,300.8500061035156,42745100
2026-06-18,297.7532043457031,298.010009765625,300.57000732421875,295.6199951171875,298.1099853515625,85962200
2026-06-22,296.75408935546875,297.010009765625,302.4200134277344,296.760009765625,297.3099975585937,44879900
2026-06-23,294.04638671875,294.29998779296875,301.6400146484375,294.17999267578125,297.5400085449219,52010900
2026-06-24,292.8274230957031,293.0799865722656,299.70001220703125,292.94000244140625,295.3599853515625,53081900
2026-06-25,274.91290283203125,275.1499938964844,288.79998779296875,273.75,287.3999938964844,107013700
2026-06-26,283.53546142578125,283.7799987792969,285.95001220703125,274.2099914550781,275.0,261775500
2026-06-29,281.4972229003906,281.739990234375,288.3699951171875,279.8500061035156,286.7300109863281,66427000
2026-06-30,289.11065673828125,289.3599853515625,289.94000244140625,280.70001220703125,281.1700134277344,65100200
2026-07-01,294.1263427734375,294.3800048828125,296.5899963378906,289.20001220703125,293.44000244140625,50164200
2026-07-02,308.3640441894531,308.6300048828125,309.4200134277344,293.67999267578125,294.1199951171875,75352800
2026-07-06,312.3905944824219,312.6600036621094,314.20001220703125,307.0,307.3599853515625,53590000
2026-07-07,310.3923034667969,310.6600036621094,315.4800109863281,310.1499938964844,315.2900085449219,42490000
2026-07-08,313.1199645996094,313.3900146484375,314.82000732421875,307.04998779296875,311.9100036621094,41323500
2026-07-09,315.947509765625,316.2200012207031,316.5299987792969,308.1600036621094,310.510009765625,48124500
2026-07-10,315.0483093261719,315.32000732421875,316.9100036621094,312.1700134277344,314.7200012207031,34132300
2026-07-13,317.0365600585937,317.3099975585937,323.45001220703125,315.7799987792969,317.0199890136719,43257800
2026-07-14,314.58868408203125,314.8599853515625,316.19000244140625,311.9100036621094,313.760009765625,36336800
2026-07-15,327.2178039550781,327.5,328.7300109863281,317.32000732421875,317.6199951171875,60957600
2026-07-16,332.97283935546875,333.260009765625,334.67999267578125,326.7900085449219,328.010009765625,62970600
2026-07-17,333.452392578125,333.739990234375,334.989990234375,329.0,331.9800109863281,63407100
2026-07-20,326.3085632324219,326.5899963378906,333.7099914550781,323.67999267578125,333.510009765625,53468000
2026-07-21,327.45758056640625,327.739990234375,329.6000061035156,322.2200012207031,323.1300048828125,41338900
2026-07-22,325.60919189453125,325.8900146484375,329.0,323.3399963378906,327.8699951171875,38755900
2026-07-23,321.3828430175781,321.6600036621094,323.29998779296875,319.3500061035156,321.7300109863281,40840800
2026-07-24,332.7330322265625,333.0199890136719,334.3699951171875,321.6199951171875,321.7900085449219,47489400
2026-07-27,336.61968994140625,336.9100036621094,339.57000732421875,334.0199890136719,334.5400085449219,49604300
2026-07-28,339.78692626953125,340.0799865722656,342.8900146484375,335.6000061035156,340.0299987792969,51859000
2026-07-29,337.8985900878906,338.19000244140625,344.57000732421875,337.3500061035156,339.7300109863281,56090800
2026-07-30,333.1426696777344,333.42999267578125,334.75,329.5899963378906,333.1000061035156,74817800
2026-07-31,308.6438293457031,308.9100036621094,310.69000244140625,300.0,304.8099975585937,132489100
2026-08-03,303.1585693359375,303.4200134277344,311.79998779296875,302.5599975585937,309.5799865722656,75052000
2026-08-04,309.1134033203125,309.3800048828125,310.4200134277344,301.32000732421875,302.7300109863281,68001000
2026-08-05,310.7320251464844,311.0,311.7099914550781,305.6700134277344,309.3599853515625,49438800
2026-08-06,312.14080810546875,312.4100036621094,316.2900085449219,309.2300109863281,314.3399963378906,46139900
2026-08-07,313.0599975585937,313.3299865722656,314.8099975585937,310.739990234375,311.45001220703125,34437200
2026-08-10,308.260009765625,308.260009765625,308.260009765625,304.6099853515625,306.8299865722656,44812500
2026-08-11,304.9100036621094,304.9100036621094,309.9700012207031,302.7900085449219,307.75,37476700
2026-08-12,302.25,302.25,305.6600036621094,300.57000732421875,305.1000061035156,41657800
2026-08-13,305.260009765625,305.260009765625,306.0,302.04998779296875,304.2099914550781,40349300
2026-08-14,305.92999267578125,305.92999267578125,307.489990234375,304.29998779296875,306.0,28229400
2026-08-17,305.5899963378906,305.5899963378906,307.6600036621094,302.94000244140625,306.2099914550781,38169300
2026-08-18,310.0299987792969,310.0299987792969,311.489990234375,305.739990234375,307.5799865722656,53424500
2026-08-19,316.8299865722656,316.8299865722656,319.2799987792969,309.6000061035156,310.1400146484375,50505600
2026-08-20,311.29998779296875,311.29998779296875,320.2799987792969,310.6499938964844,317.4599914550781,40959200
2026-08-21,309.3500061035156,309.3500061035156,312.3800048828125,307.010009765625,312.04998779296875,46876800
2026-08-24,310.3399963378906,310.3399963378906,313.3599853515625,309.9700012207031,311.4700012207031,34673600
2026-08-25,309.8999938964844,309.8999938964844,313.5899963378906,308.2099914550781,310.7900085449219,25869800
2026-08-26,313.45001220703125,313.45001220703125,315.42999267578125,308.79998779296875,310.29998779296875,34024500
2026-08-27,314.5799865722656,314.5799865722656,315.3999938964844,309.3999938964844,310.54998779296875,32419200
2026-08-28,319.70001220703125,319.70001220703125,322.3699951171875,315.45001220703125,316.8500061035156,38649400
2026-08-31,316.8500061035156,316.8500061035156,321.239990234375,312.79998779296875,319.6000061035156,41242700
2026-09-01,325.1300048828125,325.1300048828125,327.29998779296875,314.7300109863281,316.9800109863281,53167400
2026-09-02,324.9599914550781,324.9599914550781,328.3999938964844,323.5299987792969,326.8699951171875,33776400
2026-09-03,328.2099914550781,328.2099914550781,330.8099975585937,324.1099853515625,324.8699951171875,37225800
2026-09-04,319.9700012207031,319.9700012207031,328.92999267578125,317.8599853515625,328.3099975585937,39606900
2026-09-08,316.2200012207031,316.2200012207031,320.70001220703125,314.8999938964844,317.1000061035156,35477100
2026-09-09,315.3399963378906,315.3399963378906,319.1499938964844,309.8999938964844,315.489990234375,65640000
2026-09-10,326.57000732421875,326.57000732421875,326.739990234375,316.510009765625,316.6700134277344,70011900
2026-09-11,332.2699890136719,332.2699890136719,336.2200012207031,326.29998779296875,327.45001220703125,50716900
2026-09-14,333.0799865722656,333.0799865722656,335.5,331.3399963378906,334.7900085449219,39223900
2026-09-15,329.635009765625,329.635009765625,331.5899963378906,328.3500061035156,330.260009765625,7572798
